web-scraper-order,web-scraper-start-url,City,Russian name,Federal subject
"1653020618-420","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kumertau","Кумертау","Republic of Bashkortostan"
"1653020618-77","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Belinsky","Белинский","Penza Oblast"
"1653020618-959","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Urzhum","Уржум","Kirov Oblast"
"1653020618-376","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kosteryovo","Костерёво","Vladimir Oblast"
"1653020618-318","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Khasavyurt","Хасавюрт","Dagestan"
"1653020618-953","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ulyanovsk","Ульяновск","Ulyanovsk Oblast"
"1653020618-738","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Rodniki","Родники","Ivanovo Oblast"
"1653020618-736","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Revda","Ревда","Sverdlovsk Oblast"
"1653020618-658","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ozyorsk","Озёрск","Kaliningrad Oblast"
"1653020618-705","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Polysayevo","Полысаево","Kemerovo Oblast"
"1653020618-359","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kolpashevo","Колпашево","Tomsk Oblast"
"1653020618-918","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tolyatti","Тольятти","Samara Oblast"
"1653020618-1046","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yelabuga","Елабуга","Republic of Tatarstan"
"1653020618-129","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bugulma","Бугульма","Republic of Tatarstan"
"1653020618-872","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sudogda","Судогда","Vladimir Oblast"
"1653020618-335","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kirov","Киров","Kirov Oblast"
"1653020618-45","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Artyomovsky","Артёмовский","Sverdlovsk Oblast"
"1653020618-294","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Karabulak","Карабулак","Ingushetia"
"1653020618-144","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chekhov","Чехов","Moscow Oblast"
"1653020618-484","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Makaryev","Макарьев","Kostroma Oblast"
"1653020618-120","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Borisoglebsk","Борисоглебск","Voronezh Oblast"
"1653020618-412","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kremyonki","Кремёнки","Kaluga Oblast"
"1653020618-67","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Barnaul","Барнаул","Altai Krai"
"1653020618-974","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Uzlovaya","Узловая","Tula Oblast"
"1653020618-26","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Anapa","Анапа","Krasnodar Krai"
"1653020618-720","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Puchezh","Пучеж","Ivanovo Oblast"
"1653020618-214","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gavrilov Posad","Гаврилов Посад","Ivanovo Oblast"
"1653020618-882","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Suvorov","Суворов","Tula Oblast"
"1653020618-363","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Komsomolsk-on-Amur","Комсомольск-на-Амуре","Khabarovsk Krai"
"1653020618-845","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sosnovka","Сосновка","Kirov Oblast"
"1653020618-511","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mezhgorye","Межгорье","Republic of Bashkortostan"
"1653020618-700","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pokrovsk","Покровск","Sakha Republic"
"1653020618-256","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Irkutsk","Иркутск","Irkutsk Oblast"
"1653020618-184","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dolinsk","Долинск","Sakhalin Oblast"
"1653020618-701","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Polessk","Полесск","Kaliningrad Oblast"
"1653020618-903","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tatarsk","Татарск","Novosibirsk Oblast"
"1653020618-1061","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yurga","Юрга","Kemerovo Oblast"
"1653020618-289","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kanash","Канаш","Chuvash Republic"
"1653020618-313","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Khabarovsk","Хабаровск","Khabarovsk Krai"
"1653020618-1072","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zaozyorny","Заозёрный","Krasnoyarsk Krai"
"1653020618-748","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ruzayevka","Рузаевка","Republic of Mordovia"
"1653020618-507","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Menzelinsk","Мензелинск","Republic of Tatarstan"
"1653020618-666","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pavlovsk","Павловск","Saint Petersburg"
"1653020618-35","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ardatov","Ардатов","Republic of Mordovia"
"1653020618-896","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Taldom","Талдом","Moscow Oblast"
"1653020618-772","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Seltso","Сельцо","Bryansk Oblast"
"1653020618-929","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Trubchevsk","Трубчевск","Bryansk Oblast"
"1653020618-476","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lyuban","Любань","Leningrad Oblast"
"1653020618-765","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sarov","Саров","Nizhny Novgorod Oblast"
"1653020618-604","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novomoskovsk","Новомосковск","Tula Oblast"
"1653020618-686","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pevek","Певек","Chukotka Autonomous Okrug"
"1653020618-50","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Astrakhan","Астрахань","Astrakhan Oblast"
"1653020618-633","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Okha","Оха","Sakhalin Oblast"
"1653020618-38","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Arkadak","Аркадак","Saratov Oblast"
"1653020618-317","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kharovsk","Харовск","Vologda Oblast"
"1653020618-599","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novokhopyorsk","Новохопёрск","Voronezh Oblast"
"1653020618-479","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lyudinovo","Людиново","Kaluga Oblast"
"1653020618-560","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Neftekamsk","Нефтекамск","Republic of Bashkortostan"
"1653020618-670","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Penza","Пенза","Penza Oblast"
"1653020618-574","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nikolayevsk","Николаевск","Volgograd Oblast"
"1653020618-10","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Akhtubinsk","Ахтубинск","Astrakhan Oblast"
"1653020618-180","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dmitrovsk","Дмитровск","Oryol Oblast"
"1653020618-153","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chernushka","Чернушка","Perm Krai"
"1653020618-698","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pokhvistnevo","Похвистнево","Samara Oblast"
"1653020618-333","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kirishi","Кириши","Leningrad Oblast"
"1653020618-217","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gdov","Гдов","Pskov Oblast"
"1653020618-84","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Belovo","Белово","Kemerovo Oblast"
"1653020618-501","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Medvezhyegorsk","Медвежьегорск","Karelia"
"1653020618-1030","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vysotsk","Высоцк","Leningrad Oblast"
"1653020618-690","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Plast","Пласт","Chelyabinsk Oblast"
"1653020618-992","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Verkhoyansk","Верхоянск","Sakha Republic"
"1653020618-312","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kemerovo","Кемерово","Kemerovo Oblast"
"1653020618-235","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gryazovets","Грязовец","Vologda Oblast"
"1653020618-148","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Cherepanovo","Черепаново","Novosibirsk Oblast"
"1653020618-396","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasnokamensk","Краснокаменск","Zabaykalsky Krai"
"1653020618-73","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Belaya Kalitva","Белая Калитва","Rostov Oblast"
"1653020618-713","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Priozersk","Приозерск","Leningrad Oblast"
"1653020618-980","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Velizh","Велиж","Smolensk Oblast"
"1653020618-503","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Megion","Мегион","Khanty-Mansi Autonomous Okrug"
"1653020618-977","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Velikiye Luki","Великие Луки","Pskov Oblast"
"1653020618-505","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Meleuz","Мелеуз","Republic of Bashkortostan"
"1653020618-778","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Serdobsk","Сердобск","Penza Oblast"
"1653020618-367","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Konstantinovsk","Константиновск","Rostov Oblast"
"1653020618-282","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kamennogorsk","Каменногорск","Leningrad Oblast"
"1653020618-34","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Aramil","Арамиль","Sverdlovsk Oblast"
"1653020618-709","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Povorino","Поворино","Voronezh Oblast"
"1653020618-881","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Susuman","Сусуман","Magadan Oblast"
"1653020618-52","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Aznakayevo","Азнакаево","Republic of Tatarstan"
"1653020618-640","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Olyokminsk","Олёкминск","Sakha Republic"
"1653020618-330","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kirensk","Киренск","Irkutsk Oblast"
"1653020618-512","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mglin","Мглин","Bryansk Oblast"
"1653020618-825","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Slobodskoy","Слободской","Kirov Oblast"
"1653020618-861","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Staraya Kupavna","Старая Купавна","Moscow Oblast"
"1653020618-962","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Usolye","Усолье","Perm Krai"
"1653020618-437","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kyakhta","Кяхта","Republic of Buryatia"
"1653020618-297","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Karasuk","Карасук","Novosibirsk Oblast"
"1653020618-157","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chkalovsk","Чкаловск","Nizhny Novgorod Oblast"
"1653020618-529","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Morshansk","Моршанск","Tambov Oblast"
"1653020618-834","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Soligalich","Солигалич","Kostroma Oblast"
"1653020618-465","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lodeynoye Pole","Лодейное Поле","Leningrad Oblast"
"1653020618-54","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Babayevo","Бабаево","Vologda Oblast"
"1653020618-1022","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vyatskiye Polyany","Вятские Поляны","Kirov Oblast"
"1653020618-185","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Domodedovo","Домодедово","Moscow Oblast"
"1653020618-777","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Serafimovich","Серафимович","Volgograd Oblast"
"1653020618-104","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Blagoveshchensk","Благовещенск","Republic of Bashkortostan"
"1653020618-471","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Luza","Луза","Kirov Oblast"
"1653020618-842","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sortavala","Сортавала","Karelia"
"1653020618-432","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kushva","Кушва","Sverdlovsk Oblast"
"1653020618-348","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Klimovsk","Климовск","Moscow Oblast"
"1653020618-889","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Svobodny","Свободный","Amur Oblast"
"1653020618-925","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tosno","Тосно","Leningrad Oblast"
"1653020618-458","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Likhoslavl","Лихославль","Tver Oblast"
"1653020618-924","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Torzhok","Торжок","Tver Oblast"
"1653020618-308","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kataysk","Катайск","Kurgan Oblast"
"1653020618-69","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bataysk","Батайск","Rostov Oblast"
"1653020618-387","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kovylkino","Ковылкино","Republic of Mordovia"
"1653020618-209","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Furmanov","Фурманов","Ivanovo Oblast"
"1653020618-202","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Engels","Энгельс","Saratov Oblast"
"1653020618-271","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kalach","Калач","Voronezh Oblast"
"1653020618-708","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Poshekhonye","Пошехонье","Yaroslavl Oblast"
"1653020618-299","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kargopol","Каргополь","Arkhangelsk Oblast"
"1653020618-170","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dedovsk","Дедовск","Moscow Oblast"
"1653020618-807","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shebekino","Шебекино","Belgorod Oblast"
"1653020618-527","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Monchegorsk","Мончегорск","Murmansk Oblast"
"1653020618-351","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Knyaginino","Княгинино","Nizhny Novgorod Oblast"
"1653020618-189","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Drezna","Дрезна","Moscow Oblast"
"1653020618-1053","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yermolino","Ермолино","Kaluga Oblast"
"1653020618-300","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Karpinsk","Карпинск","Sverdlovsk Oblast"
"1653020618-248","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Igarka","Игарка","Krasnoyarsk Krai"
"1653020618-1059","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yugorsk","Югорск","Khanty-Mansi Autonomous Okrug"
"1653020618-489","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Malmyzh","Малмыж","Kirov Oblast"
"1653020618-784","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sestroretsk","Сестрорецк","Saint Petersburg"
"1653020618-231","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Grayvoron","Грайворон","Belgorod Oblast"
"1653020618-439","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kyzyl","Кызыл","Tuva Republic"
"1653020618-944","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tyumen","Тюмень","Tyumen Oblast"
"1653020618-226","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gorodets","Городец","Nizhny Novgorod Oblast"
"1653020618-519","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mikun","Микунь","Komi Republic"
"1653020618-1004","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Volgodonsk","Волгодонск","Rostov Oblast"
"1653020618-692","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Plyos","Плёс","Ivanovo Oblast"
"1653020618-242","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Guryevsk","Гурьевск","Kaliningrad Oblast"
"1653020618-970","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ustyuzhna","Устюжна","Vologda Oblast"
"1653020618-175","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Digora","Дигора","Republic of North Ossetia–Alania"
"1653020618-920","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tommot","Томмот","Sakha Republic"
"1653020618-59","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Balabanovo","Балабаново","Kaluga Oblast"
"1653020618-336","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kirovgrad","Кировград","Sverdlovsk Oblast"
"1653020618-366","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kondrovo","Кондрово","Kaluga Oblast"
"1653020618-362","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Komsomolsk","Комсомольск","Ivanovo Oblast"
"1653020618-342","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kirzhach","Киржач","Vladimir Oblast"
"1653020618-635","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Oktyabrsk","Октябрьск","Samara Oblast"
"1653020618-1000","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vladikavkaz","Владикавказ","Republic of North Ossetia–Alania"
"1653020618-400","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasnoturyinsk","Краснотурьинск","Sverdlovsk Oblast"
"1653020618-80","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Belomorsk","Беломорск","Karelia"
"1653020618-598","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novodvinsk","Новодвинск","Arkhangelsk Oblast"
"1653020618-23","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Alzamay","Алзамай","Irkutsk Oblast"
"1653020618-99","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Biryuch","Бирюч","Belgorod Oblast"
"1653020618-562","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nefteyugansk","Нефтеюганск","Khanty-Mansi Autonomous Okrug"
"1653020618-1011","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Volosovo","Волосово","Leningrad Oblast"
"1653020618-898","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tambov","Тамбов","Tambov Oblast"
"1653020618-31","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Apatity","Апатиты","Murmansk Oblast"
"1653020618-96","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bilibino","Билибино","Chukotka Autonomous Okrug"
"1653020618-999","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vilyuysk","Вилюйск","Sakha Republic"
"1653020618-754","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Rzhev","Ржев","Tver Oblast"
"1653020618-667","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pavlovsky Posad","Павловский Посад","Moscow Oblast"
"1653020618-894","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Syzran","Сызрань","Samara Oblast"
"1653020618-71","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Baykalsk","Байкальск","Irkutsk Oblast"
"1653020618-47","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Asbest","Асбест","Sverdlovsk Oblast"
"1653020618-343","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kiselyovsk","Киселёвск","Kemerovo Oblast"
"1653020618-905","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tayga","Тайга","Kemerovo Oblast"
"1653020618-18","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Alexandrovsk","Александровск","Perm Krai"
"1653020618-510","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mezhdurechensk","Междуреченск","Kemerovo Oblast"
"1653020618-868","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Strezhevoy","Стрежевой","Tomsk Oblast"
"1653020618-1069","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zadonsk","Задонск","Lipetsk Oblast"
"1653020618-930","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tryokhgorny","Трёхгорный","Chelyabinsk Oblast"
"1653020618-539","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Murino","Мурино","Leningrad Oblast"
"1653020618-278","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kalyazin","Калязин","Tver Oblast"
"1653020618-98","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Birsk","Бирск","Republic of Bashkortostan"
"1653020618-216","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gay","Гай","Orenburg Oblast"
"1653020618-994","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vetluga","Ветлуга","Nizhny Novgorod Oblast"
"1653020618-85","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Beloyarsky","Белоярский","Khanty-Mansi Autonomous Okrug"
"1653020618-782","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Serpukhov","Серпухов","Moscow Oblast"
"1653020618-567","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Neryungri","Нерюнгри","Sakha Republic"
"1653020618-584","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nizhny Novgorod","Нижний Новгород","Nizhny Novgorod Oblast"
"1653020618-390","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kozmodemyansk","Козьмодемьянск","Mari El"
"1653020618-1003","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Volchansk","Волчанск","Sverdlovsk Oblast"
"1653020618-296","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Karachev","Карачев","Bryansk Oblast"
"1653020618-43","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Artyom","Артём","Primorsky Krai"
"1653020618-1039","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yarovoye","Яровое","Altai Krai"
"1653020618-630","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Oboyan","Обоянь","Kursk Oblast"
"1653020618-986","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Verkhny Tagil","Верхний Тагил","Sverdlovsk Oblast"
"1653020618-290","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kandalaksha","Кандалакша","Murmansk Oblast"
"1653020618-542","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Myshkin","Мышкин","Yaroslavl Oblast"
"1653020618-789","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Severouralsk","Североуральск","Sverdlovsk Oblast"
"1653020618-617","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novozybkov","Новозыбков","Bryansk Oblast"
"1653020618-775","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Semyonov","Семёнов","Nizhny Novgorod Oblast"
"1653020618-215","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gavrilov-Yam","Гаврилов-Ям","Yaroslavl Oblast"
"1653020618-654","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ostrov","Остров","Pskov Oblast"
"1653020618-323","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Khotkovo","Хотьково","Moscow Oblast"
"1653020618-806","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shchyolkovo","Щёлково","Moscow Oblast"
"1653020618-1094","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zheleznogorsk","Железногорск","Kursk Oblast"
"1653020618-641","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Omsk","Омск","Omsk Oblast"
"1653020618-642","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Omutninsk","Омутнинск","Kirov Oblast"
"1653020618-280","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kamenka","Каменка","Penza Oblast"
"1653020618-22","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Almetyevsk","Альметьевск","Republic of Tatarstan"
"1653020618-391","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasavino","Красавино","Vologda Oblast"
"1653020618-380","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kotelniki","Котельники","Moscow Oblast"
"1653020618-258","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ishimbay","Ишимбай","Republic of Bashkortostan"
"1653020618-1096","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zheleznovodsk","Железноводск","Stavropol Krai"
"1653020618-893","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sysert","Сысерть","Sverdlovsk Oblast"
"1653020618-1063","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yuryev-Polsky","Юрьев-Польский","Vladimir Oblast"
"1653020618-88","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Belyov","Белёв","Tula Oblast"
